Index,Day,ID,daylength,leaves,days_since_germ,days_since_trueleaf,,,,,,ID,Day_length,Mutilated,Date_germ,Date_trueleaf,Days from germination to first true leaf,Date 2nd leaf,Date infl. emerge,germ to repro,true leaf to repro
2889,11/23/2022,L17A,Long,9,37,33,,,,,,,,,,,,,,,
2890,11/26/2022,L17A,Long,10,40,36,,,,,,,,,,,,,,,
2891,11/28/2022,L17A,Long,10,42,38,,,,,,,,,,,,,,,
2892,11/30/2022,L17A,Long,11,44,40,,,,,,,,,,,,,,,
2893,12/2/2022,L17A,Long,12,46,42,,,,,,,,,,,,,,,
2894,12/4/2022,L17A,Long,12,48,44,,,,,,,,,,,,,,,
2895,12/6/2022,L17A,Long,12,50,46,,,,,,,,,,,,,,,
2896,12/10/2022,L17A,Long,NA,54,50,,,,,,,,,,,,,,,
2897,12/11/2022,L17A,Long,13,55,51,,,,,,,,,,,,,,,
2898,12/13/2022,L17A,Long,16,57,53,,,,,,,,,,,,,,,
2899,12/15/2022,L17A,Long,17,59,55,,,,,,,,,,,,,,,
2900,12/17/2022,L17A,Long,17,61,57,,,,,,,,,,,,,,,
2901,9/28/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2902,9/29/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2903,9/30/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2904,10/1/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2905,10/2/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2906,10/3/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2907,10/4/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2908,10/5/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2909,10/6/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2910,10/7/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2911,10/8/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2912,10/9/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2913,10/10/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2914,10/11/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2915,10/12/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2916,10/13/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2917,10/14/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2918,10/15/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2919,10/16/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2920,10/17/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2921,10/18/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2922,10/19/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2923,10/21/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2924,10/24/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2925,10/24/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2926,10/25/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2927,10/26/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2928,10/27/2022,L17B,Long,NA,,,,,,,,,,,,,,,,,
2929,10/31/2022,L17B,Long,1,14,0,,,,,,,,,,,,,,,
2930,11/2/2022,L17B,Long,NA,16,2,,,,,,,,,,,,,,,
2931,11/4/2022,L17B,Long,2,18,4,,,,,,,,,,,,,,,
2932,11/7/2022,L17B,Long,3,21,7,,,,,,,,,,,,,,,
2933,11/9/2022,L17B,Long,3,23,9,,,,,,,,,,,,,,,
2934,11/11/2022,L17B,Long,3,25,11,,,,,,,,,,,,,,,
2935,11/14/2022,L17B,Long,4,28,14,,,,,,,,,,,,,,,
2936,11/16/2022,L17B,Long,4,30,16,,,,,,,,,,,,,,,
2937,11/18/2022,L17B,Long,4,32,18,,,,,,,,,,,,,,,
2938,11/20/2022,L17B,Long,5,34,20,,,,,,,,,,,,,,,
2939,11/23/2022,L17B,Long,6,37,23,,,,,,,,,,,,,,,
2940,11/26/2022,L17B,Long,8,40,26,,,,,,,,,,,,,,,
2941,11/28/2022,L17B,Long,8,42,28,,,,,,,,,,,,,,,
2942,11/30/2022,L17B,Long,9,44,30,,,,,,,,,,,,,,,
2943,12/2/2022,L17B,Long,10,46,32,,,,,,,,,,,,,,,
2944,12/4/2022,L17B,Long,11,48,34,,,,,,,,,,,,,,,
2945,12/6/2022,L17B,Long,11,50,36,,,,,,,,,,,,,,,
2946,12/10/2022,L17B,Long,NA,54,40,,,,,,,,,,,,,,,
2947,12/11/2022,L17B,Long,14,55,41,,,,,,,,,,,,,,,
2948,12/13/2022,L17B,Long,14,57,43,,,,,,,,,,,,,,,
2949,12/15/2022,L17B,Long,14,59,45,,,,,,,,,,,,,,,
2950,12/17/2022,L17B,Long,16,61,47,,,,,,,,,,,,,,,
2951,9/28/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2952,9/29/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2953,9/30/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2954,10/1/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2955,10/2/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2956,10/3/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2957,10/4/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2958,10/5/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2959,10/6/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2960,10/7/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2961,10/8/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2962,10/9/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2963,10/10/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2964,10/11/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2965,10/12/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2966,10/13/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2967,10/14/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2968,10/15/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2969,10/16/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2970,10/17/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2971,10/18/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2972,10/19/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2973,10/21/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2974,10/24/2022,L18,Long,NA,,,,,,,,,,,,,,,,,
2975,10/24/2022,L18,Long,0,7,,,,,,,,,,,,,,,,
2976,10/25/2022,L18,Long,NA,8,,,,,,,,,,,,,,,,
2977,10/26/2022,L18,Long,2,9,1,,,,,,,,,,,,,,,
2978,10/27/2022,L18,Long,2,10,2,,,,,,,,,,,,,,,
2979,10/31/2022,L18,Long,2,14,6,,,,,,,,,,,,,,,
2980,11/2/2022,L18,Long,3,16,8,,,,,,,,,,,,,,,
2981,11/4/2022,L18,Long,3,18,10,,,,,,,,,,,,,,,
2982,11/7/2022,L18,Long,4,21,13,,,,,,,,,,,,,,,
2983,11/9/2022,L18,Long,3,23,15,,,,,,,,,,,,,,,
2984,11/11/2022,L18,Long,4,25,17,,,,,,,,,,,,,,,
2985,11/14/2022,L18,Long,5,28,20,,,,,,,,,,,,,,,
2986,11/16/2022,L18,Long,5,30,22,,,,,,,,,,,,,,,
2987,11/18/2022,L18,Long,6,32,24,,,,,,,,,,,,,,,
2988,11/20/2022,L18,Long,6,34,26,,,,,,,,,,,,,,,
2989,11/23/2022,L18,Long,6,37,29,,,,,,,,,,,,,,,
2990,11/26/2022,L18,Long,8,40,32,,,,,,,,,,,,,,,
2991,11/28/2022,L18,Long,9,42,34,,,,,,,,,,,,,,,
2992,11/30/2022,L18,Long,9,44,36,,,,,,,,,,,,,,,
2993,12/2/2022,L18,Long,12,46,38,,,,,,,,,,,,,,,
2994,12/4/2022,L18,Long,12,48,40,,,,,,,,,,,,,,,
2995,12/6/2022,L18,Long,13,50,42,,,,,,,,,,,,,,,
2996,12/10/2022,L18,Long,NA,54,46,,,,,,,,,,,,,,,
2997,12/11/2022,L18,Long,14,55,47,,,,,,,,,,,,,,,
2998,12/13/2022,L18,Long,15,57,49,,,,,,,,,,,,,,,
2999,12/15/2022,L18,Long,16,59,51,,,,,,,,,,,,,,,
3000,12/17/2022,L18,Long,17,61,53,,,,,,,,,,,,,,,
3001,9/28/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3002,9/29/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3003,9/30/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3004,10/1/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3005,10/2/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3006,10/3/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3007,10/4/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3008,10/5/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3009,10/6/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3010,10/7/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3011,10/8/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3012,10/9/2022,L19,Long,NA,,,,,,,,,,,,,,,Date infl. emerge,,
3013,10/10/2022,L19,Long,NA,,,,,,,,,,,,,,,11/30,,
3014,10/11/2022,L19,Long,NA,,,,,,,,,,,,,,,11/30,,
3015,10/12/2022,L19,Long,NA,,,,,,,,,,,,,,,11/30,,
3016,10/13/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3017,10/14/2022,L19,Long,NA,,,,,,,,,,,,,,,12/2,,
3018,10/15/2022,L19,Long,NA,,,,,,,,,,,,,,,12/4,,
3019,10/16/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3020,10/17/2022,L19,Long,NA,,,,,,,,,,,,,,,11/30,,
3021,10/18/2022,L19,Long,NA,,,,,,,,,,,,,,,12/4,,
3022,10/19/2022,L19,Long,NA,,,,,,,,,,,,,,,12/17,,
3023,10/21/2022,L19,Long,NA,,,,,,,,,,,,,,,,,
3024,10/24/2022,L19,Long,NA,,,,,,,,,,,,,,,11/30,,
3025,10/24/2022,L19,Long,1,7,0,,,,,,,,,,,,,,,
3026,10/25/2022,L19,Long,NA,8,1,,,,,,,,,,,,,11/30,,
3027,10/26/2022,L19,Long,2,9,2,,,,,,,,,,,,,11/30,,
3028,10/27/2022,L19,Long,NA,10,3,,,,,,,,,,,,,,,
3029,10/31/2022,L19,Long,2,14,7,,,,,,,,,,,,,12/2,,
3030,11/2/2022,L19,Long,2,16,9,,,,,,,,,,,,,11/30,,
3031,11/4/2022,L19,Long,2,18,11,,,,,,,,,,,,,,,
3032,11/7/2022,L19,Long,2,21,14,,,,,,,,,,,,,11/30,,
3033,11/9/2022,L19,Long,2,23,16,,,,,,,,,,,,,11/30,,
3034,11/11/2022,L19,Long,3,25,18,,,,,,,,,,,,,12/15,,
3035,11/14/2022,L19,Long,3,28,21,,,,,,,,,,,,,11/30,,
3036,11/16/2022,L19,Long,3,30,23,,,,,,,,,,,,,11/30,,
3037,11/18/2022,L19,Long,3,32,25,,,,,,,,,,,,,12/4,,
3038,11/20/2022,L19,Long,4,34,27,,,,,,,,,,,,,12/4,,
3039,11/23/2022,L19,Long,NA,37,30,,,,,,,,,,,,,11/30,,
3040,11/26/2022,L19,Long,5,40,33,,,,,,,,,,,,,,,
3041,11/28/2022,L19,Long,6,42,35,,,,,,,,,,,,,11/30,,
3042,11/30/2022,L19,Long,6,44,37,,,,,,,,,,,,,11/30,,
3043,12/2/2022,L19,Long,7,46,39,,,,,,,,,,,,,,,
3044,12/4/2022,L19,Long,8,48,41,,,,,,,,,,,,,,,
3045,12/6/2022,L19,Long,8,50,43,,,,,,,,,,,,,,,
3046,12/10/2022,L19,Long,NA,54,47,,,,,,,,,,,,,,,
3047,12/11/2022,L19,Long,9,55,48,,,,,,,,,,,,,,,
3048,12/13/2022,L19,Long,10,57,50,,,,,,,,,,,,,,,
3049,12/15/2022,L19,Long,10,59,52,,,,,,,,,,,,,,,
3050,12/17/2022,L19,Long,10,61,54,,,,,,,,,,,,,,,
3051,9/28/2022,L20,Long,NA,,,,,,,,,,,,,,,,,
3052,9/29/2022,L20,Long,NA,,,,,,,,,,,,,,,,,
3053,9/30/2022,L20,Long,NA,,,,,,,,,,,,,,,,,
3054,10/1/2022,L20,Long,NA,,,,,,,,,,,,,,,,,
3055,10/2/2022,L20,Long,NA,,,,,,,,,,,,,,,11/26,,
3056,10/3/2022,L20,Long,NA,,,,,,,,,,,,,,,11/30,,
3057,10/4/2022,L20,Long,NA,,,,,,,,,,,,,,,11/30,,
3058,10/5/2022,L20,Long,NA,,,,,,,,,,,,,,,11/28,,
3059,10/6/2022,L20,Long,NA,,,,,,,,,,,,,,,11/26,,
3060,10/7/2022,L20,Long,NA,,,,,,,,,,,,,,,11/26,,
3061,10/8/2022,L20,Long,NA,,,,,,,,,,,,,,,11/26,,
3062,10/9/2022,L20,Long,NA,,,,,,,,,,,,,,,11/28,,
3063,10/10/2022,L20,Long,NA,,,,,,,,,,,,,,,11/28,,
3064,10/11/2022,L20,Long,NA,,,,,,,,,,,,,,,11/26,,
3065,10/12/2022,L20,Long,NA,,,,,,,,,,,,,,,11/28,,
3066,10/13/2022,L20,Long,NA,,,,,,,,,,,,,,,11/30,,
3067,10/14/2022,L20,Long,NA,,,,,,,,,,,,,,,11/26,,
3068,10/15/2022,L20,Long,NA,,,,,,,,,,,,,,,12/6,,
3069,10/16/2022,L20,Long,NA,,,,,,,,,,,,,,,12/11,,
3070,10/17/2022,L20,Long,NA,,,,,,,,,,,,,,,12/15/22,,
3071,10/18/2022,L20,Long,NA,,,,,,,,,,,,,,,12/6,,
3072,10/19/2022,L20,Long,NA,,,,,,,,,,,,,,,12/6,,
3073,10/21/2022,L20,Long,NA,,,,,,,,,,,,,,,,,
3074,10/24/2022,L20,Long,NA,,,,,,,,,,,,,,,,,
3075,10/24/2022,L20,Long,NA,,,,,,,,,,,,,,,,,
3076,10/25/2022,L20,Long,NA,,,,,,,,,,,,,,,,,
3077,10/26/2022,L20,Long,0,1,,,,,,,,,,,,,,,,
3078,10/27/2022,L20,Long,NA,2,,,,,,,,,,,,,,,,
3079,10/31/2022,L20,Long,1,6,0,,,,,,,,,,,,,,,
3080,11/2/2022,L20,Long,1,8,2,,,,,,,,,,,,,,,
3081,11/4/2022,L20,Long,1,10,4,,,,,,,,,,,,,12/17/22,,
3082,11/7/2022,L20,Long,1,13,7,,,,,,,,,,,,,,,
3083,11/9/2022,L20,Long,1,15,9,,,,,,,,,,,,,12/17/22,,
3084,11/11/2022,L20,Long,2,17,11,,,,,,,,,,,,,,,
3085,11/14/2022,L20,Long,2,20,14,,,,,,,,,,,,,,,
3086,11/16/2022,L20,Long,3,22,16,,,,,,,,,,,,,,,
3087,11/18/2022,L20,Long,3,24,18,,,,,,,,,,,,,,,
3088,11/20/2022,L20,Long,3,26,20,,,,,,,,,,,,,,,
3089,11/23/2022,L20,Long,NA,29,23,,,,,,,,,,,,,,,
3090,11/26/2022,L20,Long,5,32,26,,,,,,,,,,,,,,,
3091,11/28/2022,L20,Long,5,34,28,,,,,,,,,,,,,,,
3092,11/30/2022,L20,Long,5,36,30,,,,,,,,,,,,,,,
3093,12/2/2022,L20,Long,6,38,32,,,,,,,,,,,,,,,
3094,12/4/2022,L20,Long,7,40,34,,,,,,,,,,,,,,,
3095,12/6/2022,L20,Long,7,42,36,,,,,,,,,,,,,12/13,,
3096,12/10/2022,L20,Long,NA,46,40,,,,,,,,,,,,,,,
3097,12/11/2022,L20,Long,9,47,41,,,,,,,,,,,,,,,
3098,12/13/2022,L20,Long,9,49,43,,,,,,,,,,,,,,,
3099,12/15/2022,L20,Long,9,51,45,,,,,,,,,,,,,,,
3100,12/17/2022,L20,Long,11,53,47,,,,,,,,,,,,,,,
3101,9/28/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3102,9/29/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3103,9/30/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3104,10/1/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3105,10/2/2022,L21,Long,NA,,,,,,,,,,,,,,,12/2,,
3106,10/3/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3107,10/4/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3108,10/5/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3109,10/6/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3110,10/7/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3111,10/8/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3112,10/9/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3113,10/10/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3114,10/11/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3115,10/12/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3116,10/13/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3117,10/14/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3118,10/15/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3119,10/16/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3120,10/17/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3121,10/18/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3122,10/19/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3123,10/21/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3124,10/24/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3125,10/24/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3126,10/25/2022,L21,Long,NA,,,,,,,,,,,,,,,,,
3127,10/26/2022,L21,Long,1,1,0,,,,,,,,,,,,,,,
3128,10/27/2022,L21,Long,1,2,1,,,,,,,,,,,,,,,
3129,10/31/2022,L21,Long,1,6,5,,,,,,,,,,,,,,,
3130,11/2/2022,L21,Long,2,8,7,,,,,,,,,,,,,,,
3131,11/4/2022,L21,Long,1,10,9,,,,,,,,,,,,,,,
3132,11/7/2022,L21,Long,1,13,12,,,,,,,,,,,,,,,
3133,11/9/2022,L21,Long,2,15,14,,,,,,,,,,,,,,,
3134,11/11/2022,L21,Long,2,17,16,,,,,,,,,,,,,,,
3135,11/14/2022,L21,Long,3,20,19,,,,,,,,,,,,,,,
3136,11/16/2022,L21,Long,5,22,21,,,,,,,,,,,,,,,
3137,11/18/2022,L21,Long,5,24,23,,,,,,,,,,,,,,,
3138,11/20/2022,L21,Long,5,26,25,,,,,,,,,,,,,,,
3139,11/23/2022,L21,Long,NA,29,28,,,,,,,,,,,,,,,
3140,11/26/2022,L21,Long,6,32,31,,,,,,,,,,,,,,,
3141,11/28/2022,L21,Long,7,34,33,,,,,,,,,,,,,,,
3142,11/30/2022,L21,Long,7,36,35,,,,,,,,,,,,,,,
3143,12/2/2022,L21,Long,7,38,37,,,,,,,,,,,,,,,
3144,12/4/2022,L21,Long,NA,40,39,,,,,,,,,,,,,,,
3145,12/6/2022,L21,Long,NA,42,41,,,,,,,,,,,,,,,
3146,12/10/2022,L21,Long,NA,46,45,,,,,,,,,,,,,,,
3147,12/11/2022,L21,Long,6,47,46,,,,,,,,,,,,,,,
3148,12/13/2022,L21,Long,7,49,48,,,,,,,,,,,,,,,
3149,12/15/2022,L21,Long,7,51,50,,,,,,,,,,,,,,,
3150,12/17/2022,L21,Long,8,53,52,,,,,,,,,,,,,,,
3151,9/28/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3152,9/29/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3153,9/30/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3154,10/1/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3155,10/2/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3156,10/3/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3157,10/4/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3158,10/5/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3159,10/6/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3160,10/7/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3161,10/8/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3162,10/9/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3163,10/10/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3164,10/11/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3165,10/12/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3166,10/13/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3167,10/14/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3168,10/15/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3169,10/16/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3170,10/17/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3171,10/18/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3172,10/19/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3173,10/21/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3174,10/24/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3175,10/24/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3176,10/25/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3177,10/26/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3178,10/27/2022,L24,Long,NA,,,,,,,,,,,,,,,,,
3179,10/31/2022,L24,Long,2,5,5,,,,,,,,,,,,,,,
3180,11/2/2022,L24,Long,NA,7,7,,,,,,,,,,,,,,,
3181,11/4/2022,L24,Long,3,9,9,,,,,,,,,,,,,,,
3182,11/7/2022,L24,Long,3,12,12,,,,,,,,,,,,,,,
3183,11/9/2022,L24,Long,3,14,14,,,,,,,,,,,,,,,
3184,11/11/2022,L24,Long,3,16,16,,,,,,,,,,,,,,,
3185,11/14/2022,L24,Long,3,19,19,,,,,,,,,,,,,,,
3186,11/16/2022,L24,Long,4,21,21,,,,,,,,,,,,,,,
3187,11/18/2022,L24,Long,4,23,23,,,,,,,,,,,,,,,
3188,11/20/2022,L24,Long,4,25,25,,,,,,,,,,,,,,,
3189,11/23/2022,L24,Long,NA,28,28,,,,,,,,,,,,,,,
3190,11/26/2022,L24,Long,6,31,31,,,,,,,,,,,,,,,
3191,11/28/2022,L24,Long,6,33,33,,,,,,,,,,,,,,,
3192,11/30/2022,L24,Long,6,35,35,,,,,,,,,,,,,,,
3193,12/2/2022,L24,Long,7,37,37,,,,,,,,,,,,,,,
3194,12/4/2022,L24,Long,7,39,39,,,,,,,,,,,,,,,
3195,12/6/2022,L24,Long,8,41,41,,,,,,,,,,,,,,,
3196,12/10/2022,L24,Long,NA,45,45,,,,,,,,,,,,,,,
3197,12/11/2022,L24,Long,10,46,46,,,,,,,,,,,,,,,
3198,12/13/2022,L24,Long,10,48,48,,,,,,,,,,,,,,,
3199,12/15/2022,L24,Long,10,50,50,,,,,,,,,,,,,,,
3200,12/17/2022,L24,Long,12,52,52,,,,,,,,,,,,,,,
3201,9/28/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3202,9/29/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3203,9/30/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3204,10/1/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3205,10/2/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3206,10/3/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3207,10/4/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3208,10/5/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3209,10/6/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3210,10/7/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3211,10/8/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3212,10/9/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3213,10/10/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3214,10/11/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3215,10/12/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3216,10/13/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3217,10/14/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3218,10/15/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3219,10/16/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3220,10/17/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3221,10/18/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3222,10/19/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3223,10/21/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3224,10/24/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3225,10/24/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3226,10/25/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3227,10/26/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3228,10/27/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3229,10/31/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3230,11/2/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3231,11/4/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3232,11/7/2022,L25,Long,NA,,,,,,,,,,,,,,,,,
3233,11/9/2022,L25,Long,1,6,2,,,,,,,,,,,,,,,
